Battery,Brand,CPU,Color,Display,Graphics,ImgURL,MFG_year,Name,OS,Price,Ram,Size,Status,Storage,URL,Weight,Wireless
"
                                                    3-cell, 51wh                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core i5 1230U (tổng cộng có 10 nhân, 12 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 12MB Smart Cache)                                            ","
                                                            Sky (Xanh dương Pastel nhạt)                                                    ","
                                                    13.4″ FHD+ (1920 x 1200) IPS                                            ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"
                                                            2022                                                    ",Dell XPS 13 9315 i5 1230U RAM 8GB SSD 512GB FHD+ IPS - Dell USA New Full Box,"
                                                            Windows 11                                                    ",22.500.000đ,"
                                                    8GB LPDDR5 5200MHz                                            ","
                                                            29.5 x 19.9 x 1.39cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe Gen4 x2 NVMe SSD                                            ",https://trungtran.vn/dell-xps-13-9315-i5-intel/,"
                                                            1.17kg                                                    ","
                                                            Intel® Wi-Fi 6E + Bluetooth® 5.2                                                    "
"
                                                    3-cell, 51wh                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core i5 1230U (tổng cộng có 10 nhân, 12 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 12MB Smart Cache)                                            ","
                                                            Sky (Xanh dương Pastel nhạt)                                                    ","
                                                    13.4″ FHD+ (1920 x 1200) IPS                                            ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/dell_xps_13_9315_trungtran_vn.png,"
                                                            2022                                                    ",Dell XPS 13 9315 i7 1250U RAM 16GB SSD 512GB FHD+ IPS,"
                                                            Windows 11                                                    ",23.500.000đ,"
                                                    8GB LPDDR5 5200MHz                                            ","
                                                            29.5 x 19.9 x 1.39cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe Gen4 x2 NVMe SSD                                            ",https://trungtran.vn/dell-xps-13-9315-i5-intel/,"
                                                            1.17kg                                                    ","
                                                            Intel® Wi-Fi 6E + Bluetooth® 5.2                                                    "
"
                                                    65wh                                            ","
                                                            Acer                                                    ","
                                                    Intel Core i5-13500H (12 nhân 16 luồng, xung nhịp cơ bản 3.5GHz, có thể đạt xung nhịp tối đa với Turbo Boost tới 4.7GHz, 18 MB Intel® Smart Cache)                                            ","
                                                            Steel Gray (Xám)                                                    ","
                                                    16″, 3.2k OLED (3200x2000), tỷ lệ khung hình 16:10, độ sáng màn 500nits, độ phủ màu 100% DCI-P3, tần số quét màn 120Hz, tỷ lệ tương phản cao 1.000.000:1; màn có chứng nhận EyeSafe                                             ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/Acer_swift_go_2023_trungtran_(16).png,"
                                                            2023                                                    ",,"
                                                            Windows 11                                                    ","
                            21.900.000đ                        ","
                                                    16 GB LPDDR5 4800MHz (không nâng cấp được)                                            ","
                                                            35.5cm x 24.5cm x 1.49-1.7cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD gen 4                                            ",https://trungtran.vn/acer-swift-go-16-2023-i5-intel-oled/,"
                                                            1.64kg                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5.2                                                    "
"
                                                    4-cell, 52 Wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch 2K IPS, không cảm ứng                                            ","
                                                    Intel HD 520                                            ",https://trungtran.vn//upload_images/images/products/thinkpad-x1-carbon/resized/ThinkPad-x1-Carbon-Gen-4.webp,"
                                                            2016                                                    ",,"
                                                            Windows 10                                                    ","
                            10.500.000đ                        ","
                                                    16GB LPDDR3 1600MHz không nâng cấp được                                            ","
                                                            33.3cm x 22.9cm x 1.49-1.64cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-4-cpu-i7-skylake-p1710/,"
                                                            1.17kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell, 64wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7 11850H (8 nhân 16 luồng, xung nhịp cơ bản 2.5GHz tối đa có thể đạt tới 4.8GHz với Turbo Boost, 24 MB Intel® Smart Cache)                                            ","
                                                            Light Grey (xám)                                                    ","
                                                    15.6″, FHD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 60Hz, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC                                            ","
                                                    Đồ họa Intel® Core™ UHD dành cho Bộ xử lý Intel® thế hệ thứ 11                                            ",https://trungtran.vn/images/products/2023/resized/laptop_latitude_15_5521_gallery_3.png,"
                                                            2021                                                    ",,"
                                                            Windows 10 Pro                                                    ","
                            25.000.000đ                        ","
                                                    16GB DDR4 3200MHz                                            ","
                                                            35.8cm x 23.3cm x 2.27-2.4cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-latitude-5521-i7-nhieu-cau-hinh/,"
                                                            1.79KG                                                    ","
                                                             Intel Wi-Fi 6 AX201 802.11ax Dual Band (2×2) + Bluetooth 5.2                                                    "
"
                                                    3-cell, 55wh                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core i7 1260P (tổng cộng có 12 nhân, 16 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 18MB Cache)                                            ","
                                                            Platinum (Bạc), Umbre (Nâu đỏ)                                                    ","
                                                    13.4″ FHD+ (1920 x 1200) IPS, InfinityEdge, không cảm ứng, 500-nits, 100% sRGB, low blue light                                            ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/dell_xps_9320_trungtran_display_(5).png,"
                                                             2022                                                    ",Dell XPS 9320 i7 1260P 16GB SSD 512GB FHD+ IPS,"
                                                            Windows 11                                                    ",29.800.000đ,"
                                                    16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp                                            ","
                                                            29.5 x 19.9 x 1.5cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    512GB M.2 2280 PCIe® 4.0 x4 , có 1 khe lắp hỗ trợ nâng cấp                                            ",https://trungtran.vn/dell-xps-9320-i7-intel/,"
                                                            1.23kg                                                    ","
                                                            Intel® Wi-Fi 6E + Bluetooth® 5.2                                                    "
"
                                                    3-cell, 55wh                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core i7 1260P (tổng cộng có 12 nhân, 16 luồng, có thể đạt xung nhịp tối đa (P-core) tới 4.4GHz, 18MB Cache)                                            ","
                                                            Platinum (Bạc), Umbre (Nâu đỏ)                                                    ","
                                                    13.4″ FHD+ (1920 x 1200) IPS, InfinityEdge, không cảm ứng, 500-nits, 100% sRGB, low blue light                                            ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/dell_xps_9320_trungtran_display_(5).png,"
                                                             2022                                                    ",Dell XPS 13 Plus 9320 i5 1240P 16GB SSD 512GB 3.5K OLED Touch,"
                                                            Windows 11                                                    ",25.700.000đ,"
                                                    16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp                                            ","
                                                            29.5 x 19.9 x 1.5cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    512GB M.2 2280 PCIe® 4.0 x4 , có 1 khe lắp hỗ trợ nâng cấp                                            ",https://trungtran.vn/dell-xps-9320-i7-intel/,"
                                                            1.23kg                                                    ","
                                                            Intel® Wi-Fi 6E + Bluetooth® 5.2                                                    "
"
                                                    4 cell                                            ","
                                                            Acer                                                    ","
                                                    Intel Core i7 10750H, 2.6GHz - 5.00GHz, 12MB Cache                                            ","
                                                            Đen                                                    ","
                                                    15.6"", FHD (1920x1080), IPS, 144Hz                                            ","
                                                    NVIDIA GeForce RTX 2060 Super                                            ",https://trungtran.vn/images/products/2023/resized/acer_predator_helios_300_2020_(5).jpg,"
                                                            2020                                                    ",,"
                                                            Windows 10                                                    ","
                            17.500.000đ                        ","
                                                    16GB DDR4 3200MHz                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/acer-predator-helios-300-2020-i7-nhieu-cau-hinh/,,
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i7 9850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.6GHz, 12 MB Intel® Smart Cache)                                            ","
                                                            Aluminum – Titan Gray (Xám bạc)                                                    ","
                                                    15.6″ UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB                                            ","
                                                    NVIDIA Quadro T1000                                            ",https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"
                                                            2019                                                    ",Dell Precision 5540 i7 9750H RAM 16GB SSD 512GB T1000 FHD IPS,"
                                                            Windows 10                                                    ",18.500.000đ,"
                                                    16GB DDR4 bus 2666Mhz                                            ","
                                                            35.7cm x 23.5cm x 1.15cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5540-i7-nhieu-cau-hinh/,"
                                                            1.78kg                                                    ","
                                                            Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i7 9850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.6GHz, 12 MB Intel® Smart Cache)                                            ","
                                                            Aluminum – Titan Gray (Xám bạc)                                                    ","
                                                    15.6″ UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB                                            ","
                                                    NVIDIA Quadro T1000                                            ",https://trungtran.vn/images/products/2023/resized/dell-precision-5540-trungtran_vn-screenpng.png,"
                                                            2019                                                    ",Dell Precision 5540 i7 9850H RAM 16GB SSD 512GB T1000 FHD IPS,"
                                                            Windows 10                                                    ",18.999.000đ,"
                                                    16GB DDR4 bus 2666Mhz                                            ","
                                                            35.7cm x 23.5cm x 1.15cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5540-i7-nhieu-cau-hinh/,"
                                                            1.78kg                                                    ","
                                                            Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1                                                    "
"
                                                    51wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i5 8365U (4 nhân 8 luồng, xung nhịp cơ bản 1.6GHz có thể đạt tới 4.1GHz với turbo boost, 6MB Smart Cache,TDP 15W)                                            ","
                                                            Đen                                                    ","
                                                    14"" Full HD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, độ sáng 400nits                                            ","
                                                    Đồ họa Intel® UHD                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-laptop-thinkpad-x1-carbon-7th-gen-gallery-1.png,"
                                                            2019                                                    ",Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",11.400.000đ,"
                                                    16GB LPDDR3 2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3 x 21.7 x 1.49cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD, có 1 khe lắp                                            ",https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen7-i5-nhieu-cau-hinh/,"
                                                            1.08kg                                                    ",
"
                                                    51wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i5 8365U (4 nhân 8 luồng, xung nhịp cơ bản 1.6GHz có thể đạt tới 4.1GHz với turbo boost, 6MB Smart Cache,TDP 15W)                                            ","
                                                            Đen                                                    ","
                                                    14"" Full HD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, độ sáng 400nits                                            ","
                                                    Đồ họa Intel® UHD                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-laptop-thinkpad-x1-carbon-7th-gen-gallery-1.png,"
                                                            2019                                                    ",Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS LTE (có card WWAN để sử dụng SIM),"
                                                            Windows 10                                                    ",11.900.000đ,"
                                                    16GB LPDDR3 2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3 x 21.7 x 1.49cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD, có 1 khe lắp                                            ",https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen7-i5-nhieu-cau-hinh/,"
                                                            1.08kg                                                    ",
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.                                            ","
                                                    Intel Graphic HD 620                                            ",https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"
                                                            2018                                                    ",Core i7 8650U RAM 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.400.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.                                            ","
                                                    Intel Graphic HD 620                                            ",https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"
                                                            2018                                                    ",Core i7 8650U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.900.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″, FHD (1920 x 1080) IPS, màn nhám, không cảm ứng, viền mảnh micro-edge 2 cạnh trái phải, độ sáng màn hình 250 nits.                                            ","
                                                    Intel Graphic HD 620                                            ",https://trungtran.vn/images/products/2023/resized/chinh_dien_t480s_resize.png,"
                                                            2018                                                    ",Core i7 8650U RAM 24GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",10.400.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-nhieu-cau-hinh/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                     3-Cell Battery, 42WHr                                            ","
                                                            Asus                                                    ","
                                                    Intel® Core™ i3-1005G1 Processor 1.2 GHz (2 nhân 4 luồng, xung nhịp cơ bản đơn nhân 1.2GHz, có thể đạt Turbo Boost 3.4GHz, 4Mb Cache)                                            ","
                                                            Trắng ngọc trai                                                    ","
                                                    14inch, FHD 1920 x 1080, WVA, 60 Hz, màn nhám, chống lóa, độ phủ màu 45% NTSC, độ sáng màn hình 250 nits.                                            ","
                                                     Intel® Core™ UHD dành cho Bộ xử lý Intel® thế hệ thứ 10                                            ",https://trungtran.vn//upload_images/images/products/asus-vivobook-series/resized/pngresize.webp,"
                                                             2020                                                    ",,"
                                                             windows 10                                                    ","
                            9.500.000đ                        ","
                                                     4GB DDR4 2400MHz không nâng cấp được                                            ","
                                                             32.4cm x 21.5cm x 1.9cm                                                    ","
                                                            New 100%                                                    ","
                                                    14"", FHD (1920 x 1080) WVA                                            ",https://trungtran.vn/asus-vivobook-14-i3-nhieu-cau-hinh/,"
                                                            1.4kg                                                    ","
                                                             Wi-Fi 5 + Bluetooth 4.1                                                    "
"
                                                    USB 3.0, USB 2.0, 1 DisplayPort, 1 VGA, 1 combo stereo headphone/mic jack, 1 AC power 1 RJ-45, 1 docking connector, 1 Media Card Reader                                            ","
                                                            HP                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp cơ bản 1.7GHz có thể đạt tối đa tới 3.6GHz với Turbo Boost, 6 MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    13.3"" FHD IPS có cảm ứng                                            ","
                                                    Intel® UHD Graphics 620                                            ",https://trungtran.vn//upload_images/images/products/hp-elitebook/resized/Screenshot-2021-07-11-085634.webp,"
                                                            2018                                                    ",,"
                                                            Windows 10                                                    ","
                            12.300.000đ                        ","
                                                    8GB DDR4 onboard                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/hp-elitebook-folio-x360-nhieu-cau-hinh/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)                                            ","
                                                    Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2019                                                    ",Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch HD TN,"
                                                            Windows 10                                                    ",8.100.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i5-intel/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)                                            ","
                                                    Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2019                                                    ",Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch FHD IPS,"
                                                            Windows 10                                                    ",8.400.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i5-intel/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, tần số quét 60Hz, màn nhám, không cảm ứng (NHIỀU OPTION)                                            ","
                                                    Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2019                                                    ",Dell Latitude 7400 i5-8265U/8365U 8GB SSD 240GB/256GB 14inch FHD IPS Touch,"
                                                            Windows 10                                                    ",8.900.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i5-intel/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    3-cell, 51wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i7-10610U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz và đạt tối đa turbo boost 4.9GHz, 8MB Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, màn nhám, cảm ứng, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC                                            ","
                                                    Intel UHD Graphics                                            ",https://trungtran.vn/images/products/2023/resized/thinkpad_x1_carbon_gen_8_like_new_trungtran_(1).png,"
                                                            2020                                                    ",,"
                                                            Windows 10                                                    ","
                            17.900.000đ                        ","
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3 x 21.7 x 1.49 cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    512 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-8-i7-intel/,"
                                                            1.09kg                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
